rownum	motif_id	text
2916	A1337.8	Origin of illness from fire and cold.
2917	A1338	Origin of physical defects. Wicked people entering heaven on rope fall to earth and are injured.
2918	A1338.1	Origin of cripples.
2919	A1339.1	Origin of blindness.
2920	A1341	Origin of war among men.
2921	A1341.1	Origin of battle-shouting.
2922	A1341.2	Origin of duelling.
2923	A1341.3	Origin of thefts and quarrels.
2924	A1342	Origin of quarrelling.
2925	A1343	Origin of lying.
2926	A1344	Origin of tears and sighs.
2927	A1344.1	"The ""three first cries that made their way to God"": the cry of the blood of Abel, etc."
2928	A1345	Origin of hunger.
2929	A1345.1	Origin of thirst.
2930	A1346	Man to earn bread by sweat of his brow.
2931	A1346.1	Man must work as punishment for theft of fire.
2932	A1346.2	Man must labor for a living: at first everything too easy. Full crops produce themselves, trees drop sugar etc.
2933	A1346.2.1	Cotton at first already spun into threads.
2934	A1346.2.2	First people have everything they wish (life without work).
2935	A1346.2.3	Men are too happy: pain and sickness created.
2936	A1346.2.4	Canoes at one time self-propelling.
2937	A1348	Mankind's escape from trouble.
2938	A1348.1	Wren helps mankind restore prosperity to the world.
2939	A1350	Origin of sex functions.
2940	A1351	Origin of childbirth.
2941	A1351.1	Origin of childbirth pains.
2942	A1351.2	Origin of abortions.
2943	A1352	Origin of sexual intercourse.
2944	A1352.1	Origin of unrestricted sexual intercourse between husband and wife.
2945	A1352.2	Means of persuading persons to intercourse.
2946	A1352.3	Former intercourse by navel.
2947	A1355	Origin of menstruation.
2948	A1355.1	Origin of menstruation Eve and the serpent. It is a punishment because Eve had intercourse with the serpent.
2949	A1355.1.1	Origin of menstruation: punishment because Eve ate forbidden fruit.
2950	A1355.2	Origin of menstruation Virgin Mary's garment. She hides her garment and a maiden finds it.
2951	A1355.3	Previously men menstruated.
2952	A1357	Culture hero teaches women how to rear their children.
2953	A1358	Origin of sterility among women.
2954	A1360	Man's growth and maturity.
2955	A1361	Why children are helpless for so long.
2956	A1365	Why a lad at puberty is energetic and later lazy.
2957	A1370	Origin of mental and moral characteristics.
2958	A1371	Why women are bad.
2959	A1371.1	Bad women because of head exchanged with devil. Devil (serpent) and woman fight. St. Peter cuts off their heads and exchanges them.
2960	A1371.2	Bad women combination of nine different animals.
2961	A1371.3	Bad women from transformed hog and goose. Peter, having only one daughter, foolishly promises her to three men. He asks the Lord to create two others. This request is granted. The first creature he meets on two successive mornings he is to greet, and they will be transformed. He meets a hog and a goose. His two new daughters have these characteristics.
2962	A1372	Origin of other special characteristics of women.
2963	A1372.1	Why women are prattlers.
2964	A1372.2	Why women laugh much. When Eve sees her first child she laughs over its smallness.
2965	A1372.3	Why women are roving.
2966	A1372.4	Why women have a treble voice.
2967	A1372.5	Why women are deceitful.
2968	A1372.6	Why some women are good-looking.
2969	A1372.7	Origin of pleasant and unpleasant women. Contest arranged by Virgin Mary laughter forbidden for some time.
2970	A1372.8	Why women never have leisure. Because they refused to show God the way, saying they had no time.
2971	A1372.9	Why women are subservient to men.
2972	A1372.10	Why women keep washing themselves.
2973	A1373	Why women attract men.
2974	A1373.1	Why good-looking but soft, useless women attract men.
2975	A1375	Origin of jealousy and selfishness.
2976	A1375.1	Why some married people quarrel and accuse each other of infidelity.
2977	A1376	Why man excels woman.
2978	A1377	Origin of laziness.
2979	A1381	Origin of bravery.
2980	A1381.1	Why people do not fear earthquakes.
2981	A1382	Origin of fear.
2982	A1382.1	Why man is fearful in the jungle.
2983	A1383	Origin of shame for nakedness.
2984	A1383.1	Shame for nakedness appears to first woman. (Leaves for clothes).
2985	A1384	Origin of evil inclinations.
2986	A1384.1	Origin of evil inclinations: punishment for fall of man.
2987	A1384.2	Evil inclination enters body at time of conception.
2988	A1386	Origin of drunkenness.
2989	A1388	Origin of hatred.
2990	A1388.1	Hate released among mankind.
2991	A1390	Ordaining of human life miscellaneous.
2992	A1391	Why other members must serve belly. Result of a debate between members of the body.
2993	A1391.1	Why all limbs are dependent on body.
2994	A1392	First walk by Adam.
2995	A1394	Men live by the breath of the gods.
2996	A1399	Ordaining of human life additional motifs.
2997	A1399.1	Origin of laughter.
2998	A1399.2	Origin of dreams.
2999	A1399.2.1	Origin of sleep.
3000	A1399.3	Origin of spitting.
3001	A1399.4	Origin of coughing.
3002	A1400	Acquisition of human culture.
3003	A1401	Culture originated by previous race of men.
3004	A1402	The gods build houses, and fashion tools.
3005	A1403	God teaches people to work.
3006	A1404	Gods teach people all they know.
3007	A1405	Culture originated by ancestor of tribes.
3008	A1410	Acquisition of livable environment.
3009	A1411	Theft of light. Light originally absent is stolen by culture hero.
3010	A1411.1	Light kept in box (basket). Stolen.
3011	A1411.2	Theft of light by being swallowed and reborn. The hero transforms himself to a particle. The daughter of the guardian of light swallows him as she is drinking water. He is reborn. As a child in the house he steals light.
3012	A1412	Origin of light miscellaneous.
3013	A1412.1	Light originated from shield of old cobra supporting the earth.
3014	A1412.2	Origin of light: souls of dead in heaven.
3015	A1412.3	Acquisition of daylight by culture hero.
3016	A1414	Origin of fire.
3017	A1414.1	Origin of fire rubbing sticks.
3018	A1414.1.1	Fire drill invented.
3019	A1414.2	Origin of fire found in person's own body.
3020	A1414.3	Origin of fire children strike rocks together, accidentally produce fire.
3021	A1414.4	Origin of fire gift from god (supernatural person).
3022	A1414.5	Origin of flint and tinder.
3023	A1414.6	Bird as guardian of primordial fire.
3024	A1414.7	Repository of fire.
3025	A1414.7.1	Tree as repository of fire.
3026	A1414.7.2	Rock as repository of fire.
3027	A1414.7.3	Cave as repository of fire.
3028	A1415	Theft of fire. Mankind is without fire. A culture hero steals it from the owner.
3029	A1415.0.1	Fire witheld from men as punishment.
3030	A1415.0.2	Original fire property of one person (animal).
3031	A1415.1	Fire stolen in hollow reed.
3032	A1415.1.1	Fire carried from heaven in fingernails.
3033	A1415.2	Theft of fire by animals.
3034	A1415.2.1	Theft of fire by bird.
3035	A1415.3	Theft of fire trick exchange. Child of fire-owner is stolen and then given back in exchange for fire.
3036	A1415.4	Vain attempts to circumvent theft of fire.
3037	A1416	Country ridded of ogres and made peaceful.
3038	A1417	Theft of tablets of fate. From heaven by bird Zu.
3039	A1420	Acquisition of food supply for human race.
3040	A1420.1	Origin of food from body of slain food-goddess.
3041	A1420.2	Gods teach how to seek and prepare food.
3042	A1420.3	Creator of food items.
3043	A1420.4	Food originally obtained without effort.
3044	A1420.5	After Fall first parents fed and clothed from one palm-tree.
3045	A1420.6	At beginning people start to eat the earth.
3046	A1421	Hoarded game released. Animals are kept imprisoned by malevolent creature. Released by culture hero.
3047	A1421.0.1	Hoarded rice made available once more to men by culture hero.
3048	A1421.1	Man given dominion over beasts.
3049	A1421.1.1	Man rules all animals. God gives greatest strength to lion, but because of man's wisdom lion is in his power.
3050	A1422	Assignment of edible animals. Certain animals may be eaten by man.
3051	A1422.0.1	Animals sources of food because they were once unfaithful, disobedient wives of a visitor from god-country.
3052	A1422.0.2	What animals are to be eaten by man.
3053	A1422.1	Why men may eat hares.
3054	A1422.1.1	Why Santals eat entrails of hare.
3055	A1422.2	Why Birhors eat flesh of monkeys and baboons.
3056	A1422.3	Why the wild boar is hunted by man for food: once a faithless wife killed by her husband.
3057	A1423	Acquisition of vegetables and cereals.
3058	A1423.0.1	Hoarded plants released.
3059	A1423.1	Origin of yams (sweet potatoes, taro).
3060	A1423.2	Acquisition of rice.
3061	A1423.3	Origin of coconut.
3062	A1423.4	Acquisition of manioc.
3063	A1425	Origin of seed.
3064	A1425.0.1	Hoarded seeds.
3065	A1425.1	All the kinds of seed in a bamboo that culture hero cuts down.
3066	A1426	Acquisition of food supply miscellaneous.
3067	A1426.1	Discovery of oil.
3068	A1426.2	Acquisition of ale.
3069	A1426.2.1	Introduction of brewing.
3070	A1426.2.2	Origin of rice-beer.
3071	A1427	Acquisition of spiritous liquors.
3072	A1427.0.1	Liquor discovered when birds get drunk.
3073	A1427.0.2	Liquor discovered by rain-god.
3074	A1427.0.3	Intoxicating drink first used at the wedding feast of the first couple.
3075	A1427.0.4	Creator gives liquor to his servant giant to drink.
3076	A1427.1	Acquisition of brandy. Devil teaches how to burn brandy.
3077	A1427.2	Origin of whiskey.
3078	A1428	Acquisition of wine.
3079	A1429	Acquisition of food supply miscellaneous.
3080	A1429.1	Discovery of oil (edible).
3081	A1429.2	Origin of yeast: wasp stole it from the old woman underneath the earth.
3082	A1429.3	Acquisition of water.
3083	A1429.3.1	First wells dug.
3084	A1429.3.2	Gods provide drinkable water.
3085	A1429.4	Acquisition of salt.
3086	A1430	Acquisition of other necessities.
3087	A1431	Origin of coal.
3088	A1432	Acquisition of metals.
3089	A1432.1	Origin of iron.
3090	A1432.1.1	Iron at first was made for food, not for weapons.
3091	A1432.2	Acquisition of gold.
3092	A1432.2.1	Gold comes from gourd received from fishes.
3093	A1432.3	Acquisition of brass.
3094	A1432.4	Acquisition of copper.
3095	A1433	Acquisition of money.
3096	A1433.0.1	First money received from kettle which two dead men try in vain to carry from hell to heaven.
3097	A1433.1	Origin of gold coins.
3098	A1433.2	Origin of silver coins.
3099	A1433.2.1	Silver coins from pumpkin received from fishes.
3100	A1433.3	Origin of shell money.
3101	A1435	Acquisition of habitations.
3102	A1435.0.1	Origin of cave-digging.
3103	A1435.1	Acquisition of guest-houses.
3104	A1435.2	Origin of raths (duns, stone forts).
3105	A1435.2.1	Raths marked out with brooch.
3106	A1435.3	Origin of grass huts to replace caves as dwellings.
3107	A1436	Acquisition of vehicles.
3108	A1437	Acquisition of clothing.
3109	A1438	Origin of medicine (healing).
3110	A1438.1	Origin of medicine: shaman sent down by the Creator equipped with it.
3111	A1439	Acquisition of other necessities.
3112	A1439.1	Acquisition of marble.
3113	A1439.2	Origin of dyes.
3114	A1439.3	Origin of rubber S. Am.
3115	A1439.4	Origin of cauldrons.
3116	A1440	Acquisition of crafts.
3117	A1440.1	Assignment of crafts and professions: creator opens shop and from it distributes plough, pen, bottle, pair of scales, fishing-net and loom to various groups.
3118	A1440.2	Origin of distribution of work.
3119	A1440.3	Patriarchs because of long life made inventions.
3120	A1441	Acquisition of agriculture.
3121	A1441.1	Origin of plowing.
3122	A1441.2	Origin of custom of yoking oxen.
3123	A1441.3	Origin of water wheel and rice growing.
3124	A1441.4	Origin of sowing and planting.
3125	A1441.4.1	Origin of periodic sowing.
3126	A1441.5	Origin of onion-growing.
3127	A1442	Origin of milling.
3128	A1443	Origin of domestication of animals.
3129	A1443.1	First shepherder.
3130	A1445	Acquisition of building crafts.
3131	A1445.1	Origin of boat-building.
3132	A1445.2	Origin of carpentry.
