motif_id	text
A962.4.	Mountains pressed together by God.
A962.5.	Mountains made with the hand. Moreno Esdras.
A962.6.	Mountains originated from primeval journeys of the first man.
A962.7.	Hills from hero's striking (earth) with sword. Strong man flattens hill.
A962.8.	Origin of hills and ridges: pieces of shattered god's head.
A962.9.	Mountains and hills are former sons, daughters of gods.
A962.10.	Hills represent loads from culture-hero's shoulders.
A963.	Mountains from stones (soil, sand) dropped or thrown.
A963.1.	Mountains from stones dropped from giant's clothes. He carries the stones in his clothes but loses them as he walks.
A963.2.	Mountains from breaking of God's sieve. He is sifting stones and the bottom of the sieve breaks, letting huge stones and mountains fall through. Aarne FFC VIII 4 No. 5; Lappish:
A963.3.	Soil dropped to form mountains. Calif.
A963.4.	Mountains and hills from stones thrown by giant at church. d. deutschen
A963.5.	Hills from stones cast by giants. Islands from stones cast by giantess. Giants as builders of great structures.
A963.6.	Hill from anvil (cast by supernatural smith). Smith of the gods.
A963.7.	Hill from sand left by passersby.
A963.8.	Hill as unfinished tower built in the likeness of Nimrod's tower.
A963.9.	Clay soil dropped from sky to form hill.
A964.	Mountains (hills) from ancient contest (fight).
A964.1.	Holes in hills result of fight between gods.
A964.2.	Mountains fight each other: cause of their present shape. Wings cut from flying mountains.
A964.2.1.	Mountains fight each other for honor of being the spot for the revelation.
A964.3.	Battle of demons: hills torn up.
A965.	Origin of mountain chain.
A965.1.	One mountain in love with another stretches leg out to meet her: origin of a mountain chain.
A966.	Origin of volcanoes.
A967.	Origin of mounds.
A967.1.	Mounds from horns cast by cattle. Faithful cattle fight at master's grave until they cast their horns.
A968.	Origin of cliffs.
A968.1.	Cliffs become hard. Were formerly soft but become hard by God's order.
A968.2.	Cliff from lovers' leap. Lovers in despair throw themselves from a high place. This becomes a cliff. Baughman. Common among the North American Indians. Tragic love. to be separated. Husband and wife kill themselves so as not
A969.	Creation of mountains and hills miscellaneous.
A969.1.	— Mountain from buried giant. Giant ogre.
A969.2.	Cloud on lofty male mountain induced by a beautiful female mountain to bow to her feet: hence their present shape.
A969.3.	Mountains and valleys formed from great fire.
A969.4.	Hills because sky asked earth to wrinkle up its feet.
A969.5.	Water freezes and forms mountains.
A969.6.	Hill brought to country as adopted child.
A969.7.	Origin of mountains as punishment.
A969.8.	Origin of crevasse.
A969.9.	Mountain or hills from actions of the devil.
A970.	Origin of rocks and stones. Transformation: man to stone. Rock in sea created by magic. Giant throws a great rock. Remarkable thrower. Extraordinary rocks and stones.
A971.	Origin of rocks from breaking of God's sieve.
A972.	Indentions on rocks from prints left by man (beast).
A972.1.	Indentions on rocks from imprint of gods and saints. *Toldo Studien zur vgl.
A972.1.1.	Indentions on rocks from footprints of Christ. Christ on earth.
A972.1.2.	Priest stamps on stone to prove truth of pope; print is still visible.
A972.1.3.	Footprints of holy man are still seen in stone where he stood to preach.
A972.2.	Indentions on rocks from footprints of fairies (angels, devils).
A972.2.1.	Indention on rock from footprint of angel.
A972.2.2.	The devil's footprint.
A972.3.	Holes in stones caused by piercing by saint's finger. Plummer Vitae Sanctorum Hiberniae clvi.
A972.3.1.	Holes in stone caused by saint (warrior).
A972.3.1.1.	Indentions on rock from weapons (limbs) of robbers through power of saint.
A972.3.1.2.	Indentions on rocks from footprints of saint's cow.
A972.4.	Imprint of horse in rocks.
A972.5.	Indentions on rocks from marks of various persons.
A972.5.1.	Indentions on rocks from head of infant hero (saint).
A972.5.2.	Chasms between rocks mark "leaps" of giants, heroes, etc. Prodigious jump.
A972.5.3.	Indentions on rock from paws of King Arthur's dog. Culture hero has marvelous dogs. Culture hero as mighty hunter.
A972.5.4.	Indentions on rocks from weapons, knees, and elbows (of persons slain by hero).
A972.5.5.	Rocks or hill-tops flat because persons (gods) slept or cooked on them. Cairn marks burial place.
A972.5.6.	Hole in stone caused by weapon of warrior.
A972.6.	Indentions on rocks caused by giants. Giants as builders of great structures.
A972.7.	Great fish killed by hero and cut into sixteen pieces: the great stones may still be seen.
A973.	Origin of stones: punishment for discourtesy. Jesus asks a man what he is sowing. Jesus turns the crop to stones. This is how stones originate.
A974.	Rocks from transformation of people to stone.
A974.1.	Certain stones are druids transformed by power of saint. Transformation: man to stone. Transformation as punishment. Scoffers turned to stone by saint. Saint in conflict with druid.
A974.2.	Certain stones are transformed giants. Graves of giants.
A975.	Why stones became hard.
A975.1.	Why stones no longer grow. Devil sows stones; God sends cold to prevent their growing.
A975.1.1.	Why stones no longer grow: punishment for injuring foot of holy person. Growing rocks. Objects supposed to be born, grow, and die. Boat taken to graze in order to grow.
A975.2.	Why certain rock produces fire when struck with steel.
A975.2.1.	Fire producing rock result of contest between god of fire and god of rain.
A976.	Why rocks at river are covered with moss.
A977.	Origin of particular stones or groups of stones.
A977.1.	Giant responsible for certain stones.
A977.2.	Devil throws stones.
A977.2.1.	Devil and man throw stones in contest.
A977.2.2.	The devil throws stones at church or churchmen.
A977.2.3.	Devil throws down quoits when he is told that it is wrong to play on Sunday. They remain as stones to this day.
A977.3.	Devil drops stones.
A977.3.1.	The devil drops stones from apron.
A977.4.	The devil turns object or animal to stone which is still seen.
A977.5.	Origin of particular rock.
A977.5.1.	Certain stones are cheeses transformed by saint. Women carrying cheeses concealed pretend that they are carrying webs or balls of thread. Saint changes cheeses to stones.
A977.5.2.	Pile of stones in certain chapel formed of fragments of salmon transformed by saint. Transformation: man to salmon. Fishermen cut fish into pieces and claim that they have none.
A977.5.3.	Stone column is membrum virile of ancient hero. Remarkable sexual organs.
A977.5.4.	Two rocks from split and transformed lapdog.
A978.	Origin of minerals. Acquisition of metals.
A978.1.	Origin of minerals from body of dead culture hero. Reincarnation in object.
A978.2.	Iron created to punish cedar's pride.
A978.3.	Origin of emeralds from marvelous vase broken into pieces.
A979.	Other stories about stone origins.
A979.1.	Stone rent at time of crucifixion.
A980.	Origin of particular places.
A983.	Origin of valleys or hollows.
A984.	Pillars of Hercules at Gibraltar set up by Hercules.
A986.	Bridge of the Gods. A conflict of the gods breaks a primeval bridge and thus causes a rapid in a river (the Columbia River at The Dalles, Oregon).
A988.	Cairn marks burial place.
A989.	Origin of particular places miscellaneous.
A989.1.	Dark brown patches on soil mark place where marvelous cow (Glas) and her calf lay.
A989.2.	B182. Roads marked out by supernatural cows.
A989.3.	Certain stones are druids' (saints') seats (chairs).
A989.4.	Pile of stones (cairn) marks site of battle.
A990.	Other land features.
A991.	Origin of villages.
A992.	Origin of sacred places.
A992.1.	Origin of sacred post (placed there by ancestral culture hero).
A992.2.	Sacred place where thunderbolt fell down.
A992.3.	Ground bursts open and a temple rises from it.
A994.	Five great roads of Ireland "discovered" on night of king's birth. Roads miraculously appear on day of hero's birth.
A995.	Origin of cities.
A996.	Origin of settlements (places later to be settled).
A997.	Origin of boundaries.
A998.	Origin of clay.
A1000.	World catastrophe. The world is destroyed. The incidents are usually the same whether a final destruction is thought of or a destruction which may be overcome by a renewal of the earth. S. Am.
A1001.	Series of world catastrophes. Am.
A1002.	Doomsday. Catastrophes precede the Day of Judgment. Alexander N. Am. Cf. Revelations passim. End of world heralded by coming of Antichrist. Birds' wings drip blood when birds hear of Day of Judgment. Prophecy: wholesale slaughter to be inflicted by colossal wheel rolling over Europe. Condemned souls released from hell on Doomsday at request of saint.
A1002.1.	Widespread calamity when feast of John the Baptist shall fall on certain day. Feast of Saint John the Baptist.
A1002.2.	Signs before the Day of Judgment. End of world heralded by coming of Antichrist. Coming of Antichrist prophesied. Fifteen signs before doomsday.
A1002.2.1.	No rainbow for fifteen years before the Day of Judgment.
A1002.2.2.	Bleeding wood as sign of Doomsday.
A1002.2.3.	Talking stone as sign of Doomsday.
A1002.2.4.	Unusual migration of birds as sign of Doomsday.
A1003.	Calamity as punishment for sin.
A1005.	Preservation of life during world calamity.
A1005.1.	Preservation of life of certain persons in Ireland during Flood.
A1005.2.	Inclosure made during world calamity and only best types of animals and men preserved.
A1005.3.	Holy Land not ravaged by deluge.
A1006.	Renewal of world after world calamity. S. Am. After world catastrophe, new sun appears and starts new epoch.
A1006.1.	New race from single pair (or several) after world calamity. Indian: Gayton and Newman 91; S. Am. New race from stones thrown over head after deluge. New race from seeds thrown over head after deluge.
A1006.2.	New race from incest after world calamity. Incest.
A1006.3.	New race made of red earth after world calamity.
A1006.4.	New race from union of girl and rat.
A1006.5.	Ireland repopulated by persons who escape flood. Persons excluded from Noah's ark build another ark and sail to Ireland.
A1006.6.	Ireland, waste for centuries after flood, is repopulated by immigrants.
A1006.7.	Whole tribe descended from lone woman-survivor of doomed city.
A1006.8.	One bear-child escapes death, is ancestor of all bears.
A1006.9.	After world-fire life recreated from tree.
A1007.	World calamity will begin in Palestine.
A1009.	World catastrophes miscellaneous.
A1009.1.	First race of men perishes when sun first rises. S. Am.
A1009.2.	Animate and inanimate objects attempt to destroy humanity. S. Am.
A1009.3.	Large stone falls from sky killing all but one couple. S. Am.
A1010.	Deluge. Inundation of whole world or section. Religion and Ethics s.v. Am. Am. Lowie ibid. Origin of ocean from flood. Birds cling to sky in flood: cause of tail colors. Fish in deluge deride God: are flattened with blow. Animal characteristics obtained during deluge.
A1010.1.	Sun and moon do not shine during deluge.
A1010.2.	Great flood lasts eight months.
A1011.	Local deluges. **Schmarsel Die Sage von der untergegangenen Stadt; *RTP XXVIII 27 and references to earlier volumes. Serpent causes flood.
A1011.1.	Flood partially caused by breaking forth of springs. Breaking forth of springs partial cause of flood.
A1011.2.	Flood caused by rising of river.
A1011.3.	God's promise never to destroy world by water does not apply to local floods.
A1012.	Flood from fluids of the body.
A1012.1.	Flood from tears. Rain from tears. Saint's tears produce fountain.
A1012.1.1.	Flood from Adam's tears of repentance.
A1012.1.2.	Flood from tears of grieving lover. N. Am.
A1012.2.	Flood from urine.
A1012.2.1.	Flood caused by loosing fairy horse and allowing it to stale.
A1012.3.	Flood from blood.
A1012.3.1.	Flood from slain giant's blood.
A1013.	Flood from belly. It flows from pierced belly of monster.
A1013.1.	Vomiting of a whale causes flood. N. Am.
A1015.	Flood caused by gods or other superior beings.
A1015.1.	Flood from conflict of gods. Sea god and rain god.
A1015.1.1.	Flood from conflict of monsters (giant animals). S. Am.
A1015.2.	Spirit causes deluge. S. Am.
A1015.3.	Flood caused by deity stamping on floor of heavens.
