type_id	label	text
1542*	Sailor Substitute	Sailor Substitute. A woman loves a sailor, but she will only kiss him in the dark. His captain hears about this, disguises himself as the sailor, and sleeps with the woman. The woman marries the sailor. He is surprised that his wife has a baby six months later. Cf. Type 1362A*. 
1542**	The Maiden's Honor	The Maiden's Honor. A mother tells her daughter to take care not to lose her honor (virginity). A tailor offers to “sew up” the daughter's honor. In some variants, the tailor sleeps with the daughter (repeatedly), and then says he cannot sew her up because he does not have enough thread. She asks him, what about the spool(s) he has behind his needle (penis) . 
1542A		
1543	Not One Penny Less	Not One Penny Less. This tale exists chiefly in two different forms: (1) A poor man (soldier, youth) prays to a saint's picture for a certain amount of money, promising to give back double that amount at the end of a month. The sexton overhears and, hoping for the large repayment, gives the poor man what he asked for. The sexton claims to be the messenger of the saint, but the poor man refuses to repay the money to him . (2) A poor man (journeyman, farmhand, sexton, trickster) asks God (a saint) for a certain sum of money, no more and no less. A rich man (master, gentleman, priest, Jew) tests him by giving him (as a joke) 99 (999) instead of 100 (1000) (gold) coins. The poor man accepts them, saying, “Whoever gave me these will surely give me the last one too,” (he counts the value of the purse as the missing coin, adds a coin of his own). He refuses to pay back the money and makes blasphemous excuses (God is old and forgetful, or He cannot count) . Often the tale continues: The lender goes to a judge in order to force the poor man to repay his money. Before the case is tried, the poor man tricks the lender out of his overcoat, shoes, and often his horse. Even the judge is tricked by the poor man, who makes the lender so suspicious that the judge thinks he must be insane. (Cf. Types 1525L, 1642A.) On his way home, the poor man meets someone who says he is the Son of God. The poor man demands that he give him the missing coin which his father had overlooked. 
1543*	The Man without a Member	The Man without a Member. (Including the previous Type 1543A*.) A father (farmer) has a marriageable daughter who is ignorant about (afraid of) sex. He finds a husband for her who claims to have no penis. This man sleeps with her and entertains her with his “curry-comb” (“comb” or some other word for his penis) so successfully that she becomes too demanding for him. He tells her that he does not have his curry-comb any more (he had only borrowed it and had to give it back, etc.). She gives him money (he borrows it from her) to go to the market and buy a new one . After he leaves her (is sent away by her father because she became pregnant), she goes after him and asks him to leave her his curry-comb. He pretends to cut off his penis, but instead puts a stone in water and says that that is his comb. She asks a passer-by (monk, her father) to get it out of the water. When the passer-by takes off his clothes, she discovers “her” curry-comb hanging between his legs and grabs hold of it (tears it off).
1543A	The Greedy Dreamer	The Greedy Dreamer. A man dreams that he has nine coins (bills). He demands ten (he wants to change the bills into gold). He wakes up and realizes that he had been dreaming. He regrets that he did not accept the nine coins (the bills) . In Arabic variants the greedy man dreams that he is trying to sell his sheep (hogs) for eight dirhams (100 denari) each. A customer offers to pay him half of that. When he wakes up and sees no money, he closes his eyes and says, “At least give me four.”
1543A*		
1543B*		
1543C*	The Clever Doctor	The Clever Doctor. A man complains to a doctor that he has no sense of taste, can never tell the truth, and has a bad memory. The doctor treats him with three capsules filled with feces (puts dung in his mouth). The first restores his sense of taste, after the second, he is able to speak the truth, and when he takes the third, he proves that his memory is good. In some variants, a clever doctor heals a patient by diverting his attention. For example, in a Jewish variant a king has an inflamed eye because he touches it all the time. The doctor tells him that he is pregnant and will give birth in nine months. The king begins to worry about his stomach and touches it: Thus his eye is able to heal. When the birth does not take place, the doctor explains his trick and is made court physician. 
1543D*	Stone as Witness	Stone as Witness. A farmer makes a contract with his farmhand and calls on a stone to witness it. When the farmhand demands his wages, the farmer refuses to pay him. They go to court. The judge orders the stone be brought to the court to testify. The farmer exposes himself by explaining that it is too heavy (too far away) to be brought . 
1543E*	Tree as Witness	Tree as Witness. Two friends with names that describe their characters (e.g. stupid, clever) become rich (find a treasure) in a foreign country. They decide to bury the money under a tree in order to share it later. The clever one steals the money, accuses the stupid one of theft and brings him to trial. He names the tree(spirit) as witness. The next day the judge intends to interview the tree. The clever one asks his father to hide in the hollow of the tree and to tell the judge that the stupid one has stolen the money. The astonished judge (the clever one) orders the tree to be burned . The father screams, and his son is exposed and punished. The stupid one is given all the money . 
1544	The Man who Got a Night's Lodging	The Man who Got a Night's Lodging. (Including the previous Type 1543B*.) A rascal (trickster) pretends to be deaf and takes a householder's greeting as an invitation to sit at the table and help himself to the best food . (He ignores the householder's hints and eats well; previously Type 1543B*.) He trades the householder's horse for his own, and when he is asked to pay for his food with a goatskin, he kills one of the householder's goats . At night he sleeps with the wife and/or daughter. When the wife bakes pancakes for her hungry husband, the guest sneaks them himself. He informs the husband about his sexual relations with the wife (daughter) . The husband becomes angry and goes to kill the guest's horse, but kills his own instead . Every time, the guest gets the better of the householder. 
