Skipped line. No motif ID found. Original line: F645.	Marvelously wise man.
Skipped line. No motif ID found. Original line: J1173.1.1.	Novel settlement: snake's wife must wait to kill prince till princess bears as many sons as snake has. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J1174.	Clever decisions concerning kissing and rape.
Skipped line. No motif ID found. Original line: J1294.	Reductio ad absurdum of legal question.
Skipped line. No motif ID found. Original line: K1300.	Seduction.
Skipped line. No motif ID found. Original line: T471.	Rape.   ## p. 85 (#89) ##############################################  J. The wise and the foolish 85
Skipped line. No motif ID found. Original line: J1174.1.	Youth in court for kissing prince's daughter pleads his love for her. Prince allows plea: "If we kill those who love us, what shall we do to those who hate us?" Pauli (ed. Bolte) Nos. 120, 733; Alphabet No. 60; Mensa Philosophica No. 16; *Krappe Bulletin Hispanique XXXIX 20; Spanish Exempla: Keller.
Skipped line. No motif ID found. Original line: J1174.2.	Complaint about the stolen kiss. Woman is allowed to take one in return. Wesselski Hodscha Nasreddin I 254 No. 173.
Skipped line. No motif ID found. Original line: K1362.	Innocent girl sells her "love" and later receives it back.
Skipped line. No motif ID found. Original line: J1174.2.1.	Man breaks promise to sleep chastily with woman. Decision: deceived fiancé is to sleep with seducer's wife, if he ever marries. Italian Novella: Rotunda.
Skipped line. No motif ID found. Original line: J1174.3.	The girl screams when she is robbed. Accuses young man of raping her. When he tries to rob her of money she summons help. Decision: if she had shouted as loud before, the man could not have raped her. Youth acquitted. Pauli (ed. Bolte) No. 15; Herbert III 21; *Crane Vitry 242 No. 255.
Skipped line. No motif ID found. Original line: J1264.4.	During the silent period.
Skipped line. No motif ID found. Original line: J1174.	4 Girls must pay for young man's virginity. Girls repulsed by man climb in his window at night. Become pregnant and demand marriage. Branded as prostitutes and must pay the man. Pauli (ed. Bolte) No. 17.
Skipped line. No motif ID found. Original line: J1174.5.	Man's torn garment as proof of his innocence of rape. If he were the assaulter, the torn garment would be woman's. Jewish: *Neuman.
Skipped line. No motif ID found. Original line: J1175.	Judgments concerning arson.
Skipped line. No motif ID found. Original line: J1175.1.	The cat in the warehouse. One of four companions is left in a warehouse to care for a cat which has a broken leg Cat scratches self near flame and sets warehouse afire. The three must pay the one left behind. Broken leg could not walk and it was the three legs belonging to the three traders which caused the fire. *Zacha- riae Zs. f. Vksk. XXXIII-XXXIV 72; India: *Thompson-Balys.
Skipped line. No motif ID found. Original line: J1175.2.	Intentional and accidental fire. Rich man wishing to get rid of a neighbor's tree sets it afire. Neighbor's house catches and burns. Must pay four times value of tree since fire is intentional, but only actual value of house, since that fire was accidental. Pauli (ed. Bolte) No. 625.
Skipped line. No motif ID found. Original line: J1176.	Decisions based on experimental tests. Icelandic: *Boberg.
Skipped line. No motif ID found. Original line: H486.1.	Test of paternity: adhesion of blood.
Skipped line. No motif ID found. Original line: H486.2.	Test of paternity: shooting at father's corpse.
Skipped line. No motif ID found. Original line: J1176.1.	Pouring water into the inkwell. Soldier accused of stealing slavegirl from author. Girl told to pour water into an inkwell. She does it so skillfully that she must have learned it from the author. *Zachariae Zs. f. Vksk. XXXIII-XXXIV 72.
Skipped line. No motif ID found. Original line: J1176.2.	Measuring the dregs. Some full and some half-full wine casks left with man by neighbor, who accuses him of theft. Fraud of accusation detected by measuring the dregs. Oesterley No. 246; Her- bert III 237; Ward ibid. II 239; *Krappe Bulletin Hispanique XXXIX 45; Spanish Exempla: Keller; Italian Novella: *Rotunda.
Skipped line. No motif ID found. Original line: J1176.3.	Gold pieces in the honey-pot. Woman leaves honey-pot with neighbor to guard. It has gold below the honey. Neighbor steals the gold and substitutes honey. Theft proved by gold pieces sticking to 5 H I I T   ## p. 86 (#90) ##############################################  86 Motif-Index of Folk-Literature sides of pot. (Cf.
Skipped line. No motif ID found. Original line: J1192.2.	) Alphabet No. 261; Jewish: bin Gorion Born Judas III 58ff., 300f., *Neuman.
Skipped line. No motif ID found. Original line: J1176.4.	A two-headed man is only one man. Two-headed man claims double inheritance. Hot water poured over one head. Other head cries out with pain. He is declared to be one man and to merit only one share. Jewish: Gaster Exempla 206 No. 113, bin Gorion Born Judas III 73, 302, *Neuman.
Skipped line. No motif ID found. Original line: J1176.5.	True husband of woman determined by assigning superhuman task. Thus god masking as husband is discovered. Hdwb. d. Märchens I 247b; Zachariae Zs. f. Vksk. XVI 139.
Skipped line. No motif ID found. Original line: H32.	Recognition by extraordinary prowess.
Skipped line. No motif ID found. Original line: K1311.	Seduction by mask- ing as woman's husband.
Skipped line. No motif ID found. Original line: J1177.	Story told to discover thief. Judge tells story of the lady, her husband, her lover, and the robbers (
Skipped line. No motif ID found. Original line: H1552.	1). Which was the most generous? Witness says that robber was. This shows that he has robber's point of view. *Type 976; Jewish: Gaster Exempla 206 No. 111, bin Gorion Born Judas III 97, 303; India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J1185.	Execution escaped by
Skipped line. No motif ID found. Original line: H11.	Recognition through story-telling. story-telling.
Skipped line. No motif ID found. Original line: J1177.0.1.	None should interrupt or leave the room while story is told: treachery revealed. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J1177.1.	Story told to discover thief: sundry tales. India: *Thompson- Balys. miscellaneous. Africa (Angola):
Skipped line. No motif ID found. Original line: J1179.1.	Damages for the field devastated by a flock. David says pay money damages. Solomon says let laborers have flock till milk and wool have paid the damages. *Chauvin VIII 99 No. 71; Irish myth: Cross.
Skipped line. No motif ID found. Original line: J1179.	Clever judicial decisions Chatelain Nos. 10, 42, 49. -
Skipped line. No motif ID found. Original line: J1179.2.	The hog belongs to whichever place he goes of his own accord. Pauli (ed. Bolte) No. 121.
Skipped line. No motif ID found. Original line: B151.	Animals determine road to be taken.
Skipped line. No motif ID found. Original line: J1179.3.	The short blanket must be patched. Weaver makes blanket shorter than ordered. Weaver ordered to add a piece to the blanket and then to receive full price. Bolte Frey's Gartengesellschaft 110, 256.
Skipped line. No motif ID found. Original line: J1179.4.	Robber innocent because he is merely following traditions of his ancestors. Wesselski Bebel II 111 No. 39.
Skipped line. No motif ID found. Original line: J1179.5.	Servants would not have left the coats. Merchants complain to nobleman that his servants have robbed them of money. Nobleman asks whether merchants had on those good coats when the robbery took place. When told yes, he said that the robbers were not his servants, for they would never have left good coats. Pauli (ed. Bolte) No. 490; Italian Novella: Rotunda.
Skipped line. No motif ID found. Original line: J1179.6.	Thread awarded to disputant who knows what it was wound on. Zachariae Kleine Schriften 84; Alphabet No. 533.
Skipped line. No motif ID found. Original line: J1179.7.	Stolen necklace does not have same scent as defendant uses. Zachariae Kleine Schriften 57.
Skipped line. No motif ID found. Original line: J1179.8.	Tenant advised by landlord to steal in order to pay his taxes acquitted. Bolte Montanus' Gartengesellschaft 610 No. 67.
Skipped line. No motif ID found. Original line: J1179.9.	The judge pays fine himself. Tires of the bickering of two men over a trifling sum. Italian Novella: Rotunda; Spanish: Childers.   ## p. 87 (#91) ##############################################  J. The wise and the foolish 87
Skipped line. No motif ID found. Original line: J1179.10.	Enoch Arden decision. Man believing wife dead becomes a priest. Later finds her alive. Pope's decision: he may remain both a priest and husband but must not consort with any other woman. Cent Nouvelles Nouvelles No. 42; Italian Novella: Rotunda.
Skipped line. No motif ID found. Original line: J1179.11.	Those who furnish equal number of animals for plow share equally in crop (in spite of amount of work done by each). India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J1179.12.	Actual rescuer gets woman. Watchers could never have got her merely by watching. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J1179.13.	Cardinal's clever decision: that the monks who arise earliest may sound matins. There had been a great argument over this privilege. Spanish Exempla: Keller.
Skipped line. No motif ID found. Original line: J1179.14.	Eye of king's foster-son damaged by sting of bee. Boy's friends demand eye of king's son in forfeit; king decrees instead destruction of swarm of bees so that guilty one may perish. Irish myth: *Cross.
Skipped line. No motif ID found. Original line: J1180.	Clever means of avoiding legal punishment.
Skipped line. No motif ID found. Original line: B526.1.	Helpful animals quench execution fire.
Skipped line. No motif ID found. Original line: D1391.1.	Miraculous rain extinguishes fire used at stake.
Skipped line. No motif ID found. Original line: J1181.	Execution escaped by use of special permissions granted the condemned.
Skipped line. No motif ID found. Original line: H542.	Death sentence escaped by propounding riddle king (judge) can- not solve.
Skipped line. No motif ID found. Original line: H924.	Tasks assigned prisoner so that he may escape punish- ment.
Skipped line. No motif ID found. Original line: K551.	Respite from death granted until particular act is per- formed.
Skipped line. No motif ID found. Original line: K715.	Deception into allowing oneself to be hanged.
Skipped line. No motif ID found. Original line: P511.1.	Chooses to die of old age. Criminal given choice of deaths.
Skipped line. No motif ID found. Original line: R175.	Rescue at the stake.
Skipped line. No motif ID found. Original line: J1181.0.1.	Execution: man induced to kill self. King may not execute Brahmin, but gets him drunk and brings about his death. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J485.	Four choices, all of which are evil; man to make one choice only.
Skipped line. No motif ID found. Original line: J1181.1.	Execution evaded by using three wishes. King ordains that guest who turns his plate shall be executed, but orders that anyone so condemned shall have three wishes granted. One of the wishes: to have all blinded who saw him turn the plate. He is freed. *Wessel- ski Märchen des Mittelalters 230 No. 40; Herbert III 197; Oesterley No. 194.
