rownum	motif_id	motif_text_with_references
8306	B81	Mermaid. Woman with tail of fish. Lives in sea. Found in North Carolina, Found in Brittany, Linked to Estonia, Linked to Iceland, Linked to India, Linked to Ireland, Referenced in Jewish religious texts, In languages spoken in Lappish, From the region of Livonian
8307	B81.0.1	Mermaids are like fishes in the water, like men on land. Linked to Iceland
8308	B81.0.2	Woman from water world. Linked to Ireland
8309	B81.1	Mermaids from Pharoah's children. They were drowned in the Red Sea. From the region of Livonian
8310	B81.10	Mermaid swallows man. Linked to Italy, Linked to Ireland
8311	B81.11	Mermaid's singing causes sleep. Girl tumbles from boat and drowns. Linked to Ireland
8312	B81.12	When mermaid appears.
8313	B81.12.1	Mermaid appears at midnight. Found in England
8314	B81.12.2	Mermaid appears once each year. Found in England
8315	B81.13	Miscellaneous actions of mermaid.
8316	B81.13.1	Mermaid asks captain to move boat which blocks entrance to her dwelling. Linked to United States
8317	B81.13.10	Mermaid prevents raising of sunken church bell. Found in England
8318	B81.13.11	Mermaid captured. Linked to Ireland
8319	B81.13.11.1	Mermaid caught by fishermen. Linked to Ireland
8320	B81.13.12	Mermaid lives for three hundred years under lake. Linked to Ireland
8321	B81.13.2	Mermaid is washed up on beach. Found in England
8322	B81.13.3	Sight of mermaid bathing makes man immortal. Found in England
8323	B81.13.4	Mermaid gives mortals gold from sea bottom. Found in England
8324	B81.13.5	Giant mermaid (man) cast ashore. Linked to Ireland
8325	B81.13.6	Mermaid sings divinely in church (before enticing man away). Found in England
8326	B81.13.7	Mermaid appears as omen of catastrophe. Found in England
8327	B81.13.8	Curse by mermaid. Found in England
8328	B81.13.9	Mermaid ruins seducer of her adopted daughter. Found in England
8329	B81.2	Mermaid marries man. From the region of Livonian, In languages spoken in Lappish, Linked to Ireland
8330	B81.2.1	Mermaid has son by human father. Linked to Iceland
8331	B81.2.2	Mermaids tear their mortal lovers to pieces. Linked to Ireland
8332	B81.3	Mermaid leads people astray.
8333	B81.3.1	Mermaid appears at midnight, entices people into water. Found in England
8334	B81.3.2	Mermaid appears once each year, sings in choir, entices young man to follow her. Found in England
8335	B81.4	Mermaid captures a maiden.
8336	B81.5	Mermaid sits on knight's bedpost.
8337	B81.6	Mermaid has human midwife.
8338	B81.7	Mermaid warns of bad weather. Linked to Denmark
8339	B81.7.1	Mermaid prophesies. Linked to Iceland
8340	B81.8	Mermaid cannot pass through ice.
8341	B81.9	Appearance of mermaid. Linked to Ireland
8342	B81.9.1	Mermaid's hair reaches her waist.
8343	B81.9.1.1	Mermaid has wooly hair. Linked to United States
8344	B81.9.2	Mermaid has large breasts.
8345	B81.9.3	Mermaid half-beautiful, half-monstrous. Linked to Ireland
8346	B81.9.4	Giant mermaid. Linked to Ireland
8347	B81.9.5	Skin of mermaid.
8348	B81.9.5.1	Mermaid has white skin. Found in Scotland
8349	B81.9.5.2	Mermaid has brown skin. Linked to United States
8350	B811	Sacred animals. Linked to Iceland, Linked to Egypt
8351	B811.1	Sacred horse.
8352	B811.1.1	Helpful horses descended from heaven. Linked to India
8353	B811.2	Sacred armadillo. Associated with the tribe So. Am. Indian (Chiriguano)
8354	B811.3	Sacred animal: cow. Linked to India
8355	B811.3.1	Sacred buffalo. Linked to India
8356	B811.3.2	Sacred bull. Referenced in Jewish religious texts
8357	B811.3.3	Sacred cattle of sun god. Linked to Greece
8358	B811.4	Sacred cat. Linked to India
8359	B811.5	Sacred swan. Linked to India
8360	B811.6	Sacred fox. Associated with the tribe So. Am. Indian (Chiriguano)
8361	B82	Merman. In languages spoken in Arab, In languages spoken in Arabian, Linked to Iceland
8362	B82.1	Merman marries maiden. Linked to Denmark, Found in England
8363	B82.1.1	Merman demands princess.
8364	B82.1.2	Harp music makes merman restore stolen bride.
8365	B82.2	Merman demands cattle as offering.
8366	B82.3	Youth takes service with merman.
8367	B82.4	Merman teaches music.
8368	B82.5	Merman attacked by putting steel in the water.
8369	B82.6	Merman caught by fisherman (released). Found in England
8370	B82.7	Merman lays hands on side of canoe. Linked to United States
8371	B83	Fish with human face.
8372	B831	Animals try in vain to repair sleigh. They get unsatisfactory materials.
8373	B841	Long-lived animals.
8374	B841.1	Animals debate as to which is the elder. Associated with the tribe Africa (Benga)
8375	B841.2	Ages of animals (birds, fish) compared with age of human beings. Linked to Ireland
8376	B841.2.1	Crow lives nine generations of men, deer 36, raven 108, phoenix 972, nymphs 9720.
8377	B841.3	Dog so old his head is skinless. Linked to Eskimo (Greenland)
8378	B841.4	Stags live one thousand years.
8379	B842	Faithful old dog to be killed.
8380	B842.1	Faithful old horse to be abandoned. Linked to Germany
8381	B843	Immortal animals. Referenced in Jewish religious texts
8382	B843.1	Immortal serpent.
8383	B843.2	Immortal donkey. Referenced in Jewish religious texts
8384	B845	Wild animals herded. Linked to Ireland
8385	B845.1	Wild pigs kept by demigod as if domesticated. Linked to India
8386	B845.2	Animals chained in couples. Linked to Ireland
8387	B846	Monkeys construct a bridge across the ocean.
8388	B847	Lions placed in city to prevent entrance.
8389	B848	Man unharmed in den of animals. Referenced in Jewish religious texts, Linked to Spanish Exempla, In languages spoken in Spanish
8390	B848.1	The musician in the wolf-trap: meets wolf already trapped, and saves himself by playing music. Linked to Lithuania, Linked to Estonia
8391	B848.2	Girl removes dog from lion's claws without being harmed. Linked to Italy
8392	B852	When cow calls her calf, all cattle graze. Linked to Ireland
8393	B853	Birds perch on ears of cows. Linked to Ireland
8394	B854	Each of grazing herd of cows eats same amount. Linked to Ireland
8395	B855	Man and bear in the rick of hay. The bear, persecuted by wolves, runs onto the hay-rick where the man was hidden, and defends himself from the wolves with bunches of hay. Linked to Lithuania
8396	B857	Animal avenges injury. Associated with the tribe Africa (Fang)
8397	B870	Giant animals.
8398	B870.1	Animal extraordinarily heavy for size. Linked to Ireland
8399	B871	Giant beasts.
8400	B871.1	Giant domestic beasts.
8401	B871.1.1	Giant cow. Linked to Ireland
8402	B871.1.1.1	Giant ox. In the historic region of Persia, Linked to Japan
8403	B871.1.1.1.1	Gigantic ox-rib (in otherworld). Linked to Ireland
8404	B871.1.1.2	Giant bull. Linked to Ireland
8405	B871.1.1.3	Giant buffalo.
8406	B871.1.2	Giant boar. Linked to India, Linked to Ireland
8407	B871.1.2.0.1	Giant boar with hinder part as large as can be carried by nine men. Linked to Ireland
8408	B871.1.2.1	Giant hog. Linked to Ireland, Linked to India
8409	B871.1.2.1.1	Gigantic hog-rib (in otherworld). Linked to Ireland
8410	B871.1.3	Giant sheep. Linked to Ireland
8411	B871.1.4	Giant goat. Associated with the tribe Africa (Benga)
8412	B871.1.5	Giant horse: hair from the tail is seven yards.
8413	B871.1.6	Giant cat. Linked to Ireland
8414	B871.1.7	Giant dog (hound). Linked to Eskimo (Greenland)
8415	B871.2	Giant wild beasts.
8416	B871.2.1	Giant elephant. Associated with the tribe Africa (Mpongwe)
8417	B871.2.2	Giant tiger.
8418	B871.2.3	Giant panther.
8419	B871.2.4	Giant hippopotamus.
8420	B871.2.5	Giant lion. Linked to Ireland
8421	B871.2.6	Giant walrus. Linked to Ireland
8422	B871.2.7	Giant mice. Linked to Ireland
8423	B871.2.8	Giant hare. Linked to Iceland
8424	B871.2.9	Giant armadillo. Associated with the tribe So. Am. Indian (Toba)
8425	B872.1	Giant eagle. Linked to India
8426	B872.2	Giant gull. Linked to Eskimo (Greenland)
8427	B872.3	Giant falcon. Linked to Eskimo (Greenland)
8428	B872.4	Giant auk. Linked to Eskimo (Greenland)
8429	B873	Giant insects.
8430	B873.1	Giant louse.
8431	B873.2	Giant scorpion. Referenced in Jewish religious texts
8432	B873.3	Giant spider. Referenced in Buddhist religious texts
8433	B873.4	Giant ant. Referenced in Jewish religious texts
8434	B874	Giant fish. From the region of Eskimo (Mackenzie Area)
8435	B874.1	Giant river catfish. Linked to Ladino
8436	B874.2	Giant eel. Linked to Ireland
8437	B874.3	Giant whale. Linked to Ireland, Located in Marquesas
8438	B874.3.1	Whale cast ashore three golden teeth and five ounces in each of these teeth. Linked to Ireland
8439	B874.3.2	"Giant whale cast ashore on the night of Christ's Nativity: ""fifty men were on the upper parts of its head, and (there was) the limit of vision between each two of them. Such was the amount of ground which the animal occupied." Linked to Ireland
8440	B874.4	Giant salmon. Linked to Ireland
8441	B874.5	Giant shark. Located in Marquesas
8442	B874.6	Giant clam. Located in Tahiti
8443	B875	Giant reptiles.
8444	B875.1	Giant serpent. Linked to Eskimo (Greenland), Associated with the tribe So. Am. Indian (Toba)
8445	B875.2	Giant crocodile. Associated with the tribe Africa (Fang)
8446	B875.3	Giant turtle.
8447	B875.4	Giant tortoise. Associated with the tribe Africa (Zulu)
8448	B876	Giant amphibia and other animal forms.
8449	B876.1	Giant frog. Referenced in Jewish religious texts
8450	B876.2	Giant crustacean.
8451	B876.2.1	Giant crab. Referenced in Buddhist religious texts
8452	B877	Giant mythical animals.
8453	B877.1	Giant sea monster. Linked to Ireland
8454	B877.1.1	Giant water monster attacks man. Linked to Ireland
8455	B877.1.2	Giant sea monster overpowered by saint. Linked to Ireland
8456	B877.2	"Gigantic animal (""reem"")." Referenced in Jewish religious texts
8457	B877.3	Djun, gigantic and ferocious river animal. Associated with the tribe Africa (Fang)
8458	B878	Giant flock of animals (birds.)
8459	B878.1	Giant flock of birds.
8460	B878.1.1	Flock of birds so numerous that it shakes trees upon which it perches. Linked to Ireland
8461	B90	Other mythical animals.
8462	B91	Mythical serpent. Linked to China, From the region of Indo-China, Linked to India, Referenced in Hindu religious texts
8463	B91.1	Naga. Serpent demon. Referenced in Buddhist religious texts, Linked to India
8464	B91.2	Plumed serpent. Associated with the tribe Zusi
8465	B91.3	Horned snake. Referenced in Jewish religious texts, Linked to No. Am. Indian, Linked to India
8466	B91.4	Sky-traveling snake. Associated with the tribe No. Am. Indian (Zusi)
8467	B91.5	Sea-serpent. Linked to Ireland, Linked to Norway, Linked to Iceland
8468	B91.5.1	Sea-serpent dilates and contracts. Linked to Ireland
8469	B91.5.2	Lake-serpent (monster). Linked to Ireland
8470	B91.5.2.1	Lake-serpent (monster) in form of woman. Linked to Ireland
8471	B91.6	Serpent causes flood. Linked to Ireland
8472	B91.7	Serpent is immortal.
8473	B92	Other mythical reptiles. Found in Hawaii
8474	B93	Mythical spider. Linked to India
8475	B94	Mythical crustacean.
8476	B94.1	Mythical crab. Linked to India
8477	B95	Vegetable lamb. Generated from ground. Umbilical cord is in the ground and the lambs will die if it is forcibly severed. They are frightened into severing it themselves and then live. Vertebrae of the neck planted to produce new ones.
8478	B95.1	Vegetable lamb born from melons (as from eggs).
8479	B95.2	Marine lamb. Wool taken from sea lamb. (Really textiles from shell-fish pinna).
8480	B96	Beast with human head and shape of smith's bellows. Linked to Ireland
8481	B98	Mythical frog. Associated with the tribe So. Am. Indian (Warrau)
8482	B99	Mythical animals miscellaneous. Associated with the tribe Africa (Ekoi)
8483	B99.1	Mythical salamander. Referenced in Jewish religious texts
8484	B99.2	Mythical worm. Referenced in Jewish religious texts
8485	C0	Tabu: contact with supernatural.
8486	C10	Tabu: profanely calling up spirit (devil, etc.). Linked to India, Linked to No. Am. Indian
8487	C10.1	Druidism forbidden. Linked to Ireland
8488	C100	Sex tabu. In languages spoken in Hebrew
8489	C101	Sex tabu broken: child born without bones. Linked to India, Linked to Iceland
8490	C11	The Old Man and Death. Weary old man wishes for death. When Death appears at the summons he asks for help with the load. Linked to Italy, Linked to United States, Linked to India
8491	C110	Tabu: sexual intercourse.
8492	C110.1	Tabu: sexual relationship with girls of nobility while having sore on body. Associated with the tribe Mono
8493	C111	Tabu: loss of chastity. Hero loses power with loss of chastity. Referenced in Jewish religious texts, Linked to Ireland, Linked to India, Linked to No. Am. Indian
8494	C112	Tabu: sexual intercourse with unearthly beings. Associated with the tribe So. Am. Indian (Lengua)
8495	C113	Tabu: sodomy. In languages spoken in Hebrew, Referenced in Jewish religious texts
8496	C114	Tabu: incest. Linked to India, In languages spoken in Hebrew, Referenced in Jewish religious texts
8497	C114.1	Tabu: son seeing mother perform sex act. Linked to India
8498	C114.2	Sex tabu: man niece. Linked to China
8499	C115	Tabu: adultery. In languages spoken in Hebrew
8500	C116	Tabu: sexual intercourse in sacred precinct. Referenced in Jewish religious texts, Linked to Iceland
8501	C117	Nuptial tabu. Man and wife forbidden intercourse for definite time. Linked to Eskimo (Greenland)
8502	C117.1	Tabu: intercourse with resuscitated wife for particular number of days. Located in Marquesas
8503	C118	Tabu: violating woman. Linked to Ireland
